age,age_group,job,salary,marital,education,targeted,default,balance,housing,loan,response,,,Marital,Response rate (%)
52,5,admin.,50000,married,secondary,yes,no,101,yes,yes,0,,,,
44,4,technician,60000,married,secondary,yes,no,0,no,no,0,,,,
39,3,management,100000,married,tertiary,yes,no,0,yes,no,0,,,,
34,3,admin.,50000,married,secondary,yes,no,287,yes,no,0,,,,
50,5,technician,60000,married,secondary,yes,no,669,yes,no,0,,,,
26,2,services,70000,single,secondary,yes,no,1050,yes,no,0,,,,
35,3,technician,60000,married,secondary,yes,no,1707,yes,no,0,,,,
35,3,management,100000,married,tertiary,yes,no,867,yes,no,1,,,,
35,3,blue-collar,20000,married,secondary,yes,no,26,yes,no,0,,,,
35,3,blue-collar,20000,single,secondary,yes,no,-41,yes,no,0,,,,
36,3,blue-collar,20000,divorced,primary,yes,no,117,yes,no,0,,,,
40,4,management,100000,married,tertiary,yes,no,1734,yes,no,0,,,,
24,2,blue-collar,20000,single,primary,yes,no,147,yes,no,0,,,,
25,2,services,70000,single,secondary,yes,no,229,yes,no,0,,,,
30,3,blue-collar,20000,single,secondary,yes,no,99,yes,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,0,no,no,0,,,,
52,5,blue-collar,20000,married,secondary,yes,no,185,yes,no,0,,,,
34,3,management,100000,married,tertiary,yes,no,986,yes,no,0,,,,
50,5,technician,60000,married,secondary,yes,no,0,yes,no,0,,,,
38,3,blue-collar,20000,single,secondary,yes,no,577,yes,no,0,,,,
34,3,unemployed,8000,divorced,tertiary,no,yes,75,yes,no,0,,,,
30,3,technician,60000,single,tertiary,no,no,-111,no,no,0,,,,
30,3,technician,60000,married,secondary,yes,no,854,yes,no,0,,,,
34,3,services,70000,married,secondary,yes,no,798,yes,no,0,,,,
37,3,services,70000,married,secondary,yes,no,580,yes,no,0,,,,
54,5,blue-collar,20000,divorced,primary,yes,no,2227,yes,no,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,4731,yes,no,0,,,,
36,3,technician,60000,divorced,secondary,yes,no,-435,yes,no,0,,,,
26,2,technician,60000,married,secondary,yes,no,351,yes,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,8558,yes,no,0,,,,
43,4,admin.,50000,married,secondary,yes,no,6220,yes,no,0,,,,
52,5,management,100000,married,tertiary,yes,no,19797,yes,no,0,,,,
35,3,management,100000,single,tertiary,no,no,1632,yes,no,0,,,,
30,3,blue-collar,20000,single,secondary,yes,no,953,yes,no,1,,,,
41,4,blue-collar,20000,married,secondary,yes,no,795,yes,no,0,,,,
34,3,technician,60000,single,secondary,yes,yes,264,no,no,0,,,,
43,4,blue-collar,20000,single,primary,yes,no,-234,yes,yes,0,,,,
29,2,blue-collar,20000,single,secondary,yes,no,80,yes,yes,0,,,,
47,4,management,100000,divorced,secondary,yes,no,1208,yes,no,0,,,,
39,3,technician,60000,single,secondary,yes,no,122,yes,no,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,2715,yes,no,0,,,,
48,4,admin.,50000,married,secondary,yes,no,749,yes,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,1529,yes,no,0,,,,
57,5,retired,55000,married,secondary,yes,no,12917,yes,no,0,,,,
50,5,management,100000,divorced,tertiary,no,no,5164,yes,no,0,,,,
34,3,blue-collar,20000,divorced,secondary,yes,no,1780,yes,no,0,,,,
34,3,services,70000,single,secondary,yes,no,-96,yes,no,0,,,,
36,3,entrepreneur,120000,married,tertiary,yes,no,0,no,no,0,,,,
38,3,management,100000,married,tertiary,yes,no,-239,yes,no,0,,,,
32,3,technician,60000,married,secondary,yes,no,381,yes,no,0,,,,
53,5,retired,55000,married,secondary,yes,no,-686,no,yes,0,,,,
46,4,admin.,50000,single,secondary,yes,no,13,no,no,0,,,,
30,3,technician,60000,married,secondary,yes,no,173,yes,no,0,,,,
35,3,blue-collar,20000,single,secondary,yes,no,-37,yes,yes,0,,,,
49,4,blue-collar,20000,married,primary,yes,no,1032,yes,no,0,,,,
39,3,admin.,50000,single,secondary,yes,no,2040,yes,no,0,,,,
40,4,admin.,50000,divorced,secondary,yes,no,2550,yes,no,0,,,,
38,3,technician,60000,single,secondary,yes,no,2990,yes,no,0,,,,
47,4,management,100000,married,tertiary,yes,no,60,no,no,0,,,,
45,4,blue-collar,20000,divorced,primary,yes,no,6,yes,no,0,,,,
42,4,blue-collar,20000,married,secondary,yes,no,443,yes,no,1,,,,
41,4,technician,60000,single,secondary,yes,no,1680,yes,no,0,,,,
46,4,technician,60000,married,secondary,yes,no,-59,yes,yes,0,,,,
48,4,entrepreneur,120000,married,secondary,yes,no,2247,yes,no,0,,,,
40,4,admin.,50000,single,secondary,yes,no,90,yes,no,0,,,,
42,4,technician,60000,single,secondary,yes,yes,-1129,yes,no,1,,,,
35,3,blue-collar,20000,married,secondary,yes,no,1949,yes,no,0,,,,
40,4,admin.,50000,single,unknown,no,no,358,yes,no,0,,,,
41,4,technician,60000,married,secondary,yes,no,0,no,no,0,,,,
34,3,management,100000,married,tertiary,yes,no,1267,yes,no,0,,,,
35,3,services,70000,married,tertiary,yes,no,0,yes,no,0,,,,
45,4,services,70000,married,secondary,yes,no,75,yes,yes,0,,,,
47,4,technician,60000,married,primary,yes,no,1375,yes,yes,0,,,,
44,4,blue-collar,20000,married,primary,yes,no,3433,yes,no,0,,,,
45,4,self-employed,60000,married,secondary,yes,no,976,yes,no,0,,,,
30,3,services,70000,single,secondary,yes,no,603,yes,yes,0,,,,
34,3,technician,60000,married,primary,yes,no,926,yes,yes,0,,,,
28,2,blue-collar,20000,single,primary,yes,no,8263,yes,no,0,,,,
40,4,services,70000,divorced,primary,yes,no,1937,yes,no,0,,,,
58,5,self-employed,60000,divorced,tertiary,no,no,3,yes,yes,0,,,,
44,4,blue-collar,20000,married,primary,yes,no,417,yes,no,0,,,,
35,3,management,100000,single,tertiary,no,no,1273,yes,no,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,98,yes,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,-282,yes,yes,0,,,,
35,3,blue-collar,20000,married,primary,yes,no,456,yes,no,0,,,,
38,3,admin.,50000,married,primary,yes,no,0,yes,no,0,,,,
29,2,admin.,50000,married,secondary,yes,no,301,yes,no,0,,,,
36,3,management,100000,single,tertiary,no,no,4543,yes,no,0,,,,
35,3,services,70000,single,secondary,yes,no,257,yes,no,0,,,,
32,3,blue-collar,20000,married,secondary,yes,no,35,yes,no,0,,,,
33,3,services,70000,single,secondary,yes,no,245,yes,no,0,,,,
33,3,management,100000,single,tertiary,no,no,21096,yes,no,0,,,,
28,2,services,70000,married,secondary,yes,no,3019,no,no,0,,,,
38,3,blue-collar,20000,married,primary,yes,no,-537,yes,no,0,,,,
44,4,blue-collar,20000,divorced,primary,yes,yes,-119,yes,no,0,,,,
39,3,technician,60000,married,secondary,yes,no,-295,yes,no,0,,,,
53,5,management,100000,married,tertiary,yes,no,6525,yes,no,0,,,,
30,3,blue-collar,20000,married,secondary,yes,no,171,yes,no,0,,,,
28,2,blue-collar,20000,married,primary,yes,no,-511,yes,no,0,,,,
26,2,technician,60000,single,secondary,yes,no,2610,yes,yes,0,,,,
48,4,unemployed,8000,married,primary,yes,no,1849,yes,no,0,,,,
58,5,retired,55000,married,tertiary,yes,no,2084,yes,no,0,,,,
33,3,admin.,50000,married,secondary,yes,no,471,yes,no,0,,,,
29,2,technician,60000,single,tertiary,no,no,2998,no,no,0,,,,
42,4,management,100000,married,unknown,no,no,342,yes,no,0,,,,
45,4,blue-collar,20000,married,primary,yes,no,816,yes,no,0,,,,
28,2,management,100000,single,tertiary,no,no,6321,yes,no,0,,,,
54,5,self-employed,60000,married,primary,yes,no,277,yes,no,0,,,,
46,4,technician,60000,divorced,secondary,yes,no,-205,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,1492,yes,no,0,,,,
59,5,blue-collar,20000,married,secondary,yes,no,475,yes,yes,0,,,,
34,3,management,100000,married,secondary,yes,no,1105,yes,yes,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,63,yes,no,0,,,,
33,3,admin.,50000,single,secondary,yes,no,0,yes,no,0,,,,
32,3,blue-collar,20000,married,primary,yes,no,415,yes,no,1,,,,
35,3,blue-collar,20000,married,secondary,yes,no,53,yes,no,0,,,,
45,4,services,70000,married,secondary,yes,no,-158,yes,no,0,,,,
53,5,blue-collar,20000,married,secondary,yes,no,-711,yes,no,0,,,,
39,3,technician,60000,single,tertiary,no,no,2617,yes,no,0,,,,
38,3,housemaid,16000,single,secondary,yes,no,113,yes,no,0,,,,
32,3,blue-collar,20000,single,secondary,yes,no,-691,yes,yes,0,,,,
42,4,technician,60000,married,secondary,yes,no,-887,no,no,0,,,,
30,3,blue-collar,20000,married,secondary,yes,no,194,yes,no,0,,,,
31,3,blue-collar,20000,married,primary,yes,no,2198,no,no,0,,,,
31,3,technician,60000,single,secondary,yes,no,1170,yes,no,0,,,,
41,4,blue-collar,20000,married,primary,yes,no,1905,yes,no,0,,,,
35,3,services,70000,divorced,secondary,yes,no,532,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,2635,yes,no,0,,,,
49,4,services,70000,married,secondary,yes,no,180,yes,yes,0,,,,
31,3,technician,60000,single,secondary,yes,no,4040,yes,no,0,,,,
32,3,blue-collar,20000,married,primary,yes,no,2,yes,no,0,,,,
58,5,technician,60000,married,secondary,yes,no,2073,no,no,0,,,,
32,3,blue-collar,20000,divorced,secondary,yes,no,0,yes,no,0,,,,
42,4,entrepreneur,120000,married,secondary,yes,no,-480,yes,yes,0,,,,
39,3,housemaid,16000,married,secondary,yes,no,4136,yes,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,yes,-2,no,no,0,,,,
42,4,blue-collar,20000,married,secondary,yes,no,4,yes,yes,0,,,,
27,2,technician,60000,single,secondary,yes,no,1,yes,no,0,,,,
35,3,management,100000,married,tertiary,yes,no,2387,yes,yes,0,,,,
38,3,blue-collar,20000,married,primary,yes,no,1495,yes,no,0,,,,
31,3,admin.,50000,single,tertiary,no,no,-218,yes,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,-617,yes,no,0,,,,
30,3,unemployed,8000,single,secondary,yes,no,500,yes,no,0,,,,
33,3,technician,60000,married,tertiary,yes,no,2364,yes,no,0,,,,
35,3,services,70000,married,secondary,yes,no,456,yes,yes,0,,,,
51,5,blue-collar,20000,married,unknown,no,no,0,no,no,0,,,,
47,4,admin.,50000,married,primary,yes,no,68,yes,no,0,,,,
36,3,management,100000,divorced,tertiary,no,no,5195,yes,no,0,,,,
34,3,blue-collar,20000,married,primary,yes,no,1090,yes,no,0,,,,
37,3,admin.,50000,divorced,secondary,yes,no,673,yes,no,0,,,,
40,4,entrepreneur,120000,divorced,unknown,no,no,2418,yes,yes,0,,,,
33,3,admin.,50000,divorced,primary,yes,no,1416,yes,no,0,,,,
35,3,blue-collar,20000,married,primary,yes,no,828,no,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,1604,yes,no,0,,,,
28,2,admin.,50000,single,tertiary,no,no,1540,yes,no,0,,,,
36,3,management,100000,married,tertiary,yes,no,0,yes,no,0,,,,
41,4,admin.,50000,married,secondary,yes,no,-18,yes,yes,0,,,,
41,4,admin.,50000,divorced,secondary,yes,no,-106,yes,no,0,,,,
43,4,management,100000,divorced,tertiary,no,no,1,yes,yes,0,,,,
59,5,blue-collar,20000,married,secondary,yes,no,104,yes,no,0,,,,
43,4,management,100000,married,unknown,no,no,498,yes,no,0,,,,
43,4,blue-collar,20000,married,primary,yes,no,7343,yes,no,0,,,,
50,5,blue-collar,20000,married,primary,yes,no,33,yes,no,0,,,,
58,5,admin.,50000,married,secondary,yes,no,3496,yes,no,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,592,yes,no,0,,,,
55,5,unemployed,8000,married,secondary,yes,yes,1108,yes,yes,0,,,,
44,4,blue-collar,20000,single,secondary,yes,no,-292,yes,no,0,,,,
35,3,technician,60000,single,secondary,yes,no,1708,yes,no,0,,,,
48,4,blue-collar,20000,married,primary,yes,no,235,yes,no,0,,,,
37,3,blue-collar,20000,married,unknown,no,no,-1050,yes,no,0,,,,
31,3,admin.,50000,single,secondary,yes,no,2398,yes,no,0,,,,
33,3,technician,60000,single,tertiary,no,no,5234,no,no,0,,,,
37,3,blue-collar,20000,married,secondary,yes,no,954,yes,no,0,,,,
33,3,student,4000,single,tertiary,no,no,3404,yes,no,0,,,,
23,2,blue-collar,20000,single,secondary,yes,no,27,yes,no,0,,,,
33,3,blue-collar,20000,single,secondary,yes,no,6285,yes,no,0,,,,
49,4,blue-collar,20000,married,primary,yes,no,355,yes,no,0,,,,
51,5,entrepreneur,120000,married,secondary,yes,no,0,yes,yes,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,4309,yes,no,0,,,,
49,4,management,100000,divorced,tertiary,no,no,696,yes,no,0,,,,
39,3,services,70000,divorced,secondary,yes,no,-718,yes,no,0,,,,
38,3,blue-collar,20000,married,primary,yes,no,-854,yes,no,0,,,,
42,4,management,100000,married,secondary,yes,no,12282,yes,no,0,,,,
29,2,management,100000,married,secondary,yes,no,0,yes,no,0,,,,
31,3,blue-collar,20000,single,secondary,yes,yes,-575,yes,no,0,,,,
39,3,management,100000,married,primary,yes,no,13,no,no,0,,,,
42,4,admin.,50000,married,secondary,yes,no,6445,yes,no,0,,,,
40,4,unemployed,8000,married,secondary,yes,no,1960,yes,no,1,,,,
42,4,blue-collar,20000,married,secondary,yes,no,130,no,no,0,,,,
52,5,technician,60000,married,secondary,yes,no,930,yes,no,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,5149,yes,no,0,,,,
29,2,blue-collar,20000,single,secondary,yes,no,260,yes,no,1,,,,
44,4,management,100000,divorced,tertiary,no,yes,-411,yes,no,1,,,,
23,2,services,70000,single,secondary,yes,no,342,yes,no,0,,,,
35,3,management,100000,married,tertiary,yes,no,2529,yes,no,0,,,,
41,4,services,70000,married,tertiary,yes,no,412,yes,no,0,,,,
60,6,technician,60000,divorced,secondary,yes,no,11615,yes,no,0,,,,
37,3,admin.,50000,divorced,secondary,yes,no,-165,yes,no,0,,,,
36,3,management,100000,single,tertiary,no,no,3139,no,no,0,,,,
31,3,technician,60000,single,secondary,yes,no,674,yes,yes,0,,,,
39,3,blue-collar,20000,single,primary,yes,no,-360,yes,no,0,,,,
46,4,services,70000,married,primary,yes,no,43,yes,no,0,,,,
30,3,entrepreneur,120000,single,secondary,yes,no,265,yes,yes,0,,,,
45,4,admin.,50000,divorced,secondary,yes,no,-121,yes,no,0,,,,
47,4,services,70000,married,secondary,yes,no,344,yes,no,0,,,,
54,5,admin.,50000,single,secondary,yes,no,2423,no,no,0,,,,
51,5,technician,60000,married,secondary,yes,no,1186,yes,no,0,,,,
31,3,admin.,50000,married,secondary,yes,no,7634,yes,yes,0,,,,
36,3,management,100000,single,tertiary,no,no,0,yes,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,-446,no,no,0,,,,
39,3,blue-collar,20000,single,secondary,yes,no,277,yes,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,648,yes,no,0,,,,
49,4,admin.,50000,single,secondary,yes,no,-1193,yes,yes,0,,,,
58,5,management,100000,married,tertiary,yes,no,107,yes,no,0,,,,
28,2,services,70000,married,secondary,yes,no,468,yes,yes,0,,,,
43,4,blue-collar,20000,married,primary,yes,no,-872,yes,yes,0,,,,
55,5,services,70000,married,secondary,yes,no,1695,yes,no,0,,,,
31,3,technician,60000,married,secondary,yes,no,-292,yes,yes,0,,,,
52,5,blue-collar,20000,divorced,primary,yes,no,196,yes,yes,0,,,,
35,3,technician,60000,single,tertiary,no,no,914,no,no,0,,,,
41,4,admin.,50000,single,secondary,yes,no,734,yes,no,0,,,,
25,2,admin.,50000,single,secondary,yes,no,120,yes,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,1125,yes,no,0,,,,
31,3,technician,60000,single,tertiary,no,no,1166,yes,no,0,,,,
34,3,blue-collar,20000,single,secondary,yes,no,13683,yes,no,0,,,,
32,3,services,70000,married,secondary,yes,yes,-790,yes,no,0,,,,
46,4,technician,60000,married,secondary,yes,no,231,yes,no,0,,,,
30,3,admin.,50000,single,secondary,yes,no,3809,yes,no,0,,,,
42,4,management,100000,married,tertiary,yes,no,255,yes,yes,0,,,,
33,3,services,70000,married,secondary,yes,no,34,yes,yes,0,,,,
32,3,technician,60000,single,secondary,yes,no,1279,yes,no,1,,,,
38,3,management,100000,married,tertiary,yes,yes,-562,yes,no,0,,,,
30,3,admin.,50000,married,secondary,yes,yes,-938,yes,no,0,,,,
29,2,technician,60000,single,tertiary,no,no,2893,yes,no,0,,,,
43,4,blue-collar,20000,married,primary,yes,no,-120,yes,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,-256,yes,no,0,,,,
30,3,unemployed,8000,single,secondary,yes,no,-306,yes,no,0,,,,
42,4,technician,60000,single,unknown,no,no,344,yes,no,0,,,,
37,3,technician,60000,divorced,secondary,yes,no,1772,no,no,0,,,,
31,3,unemployed,8000,married,secondary,yes,no,86,yes,yes,1,,,,
26,2,services,70000,single,secondary,yes,no,92,yes,no,0,,,,
25,2,blue-collar,20000,single,secondary,yes,no,2096,yes,no,0,,,,
51,5,management,100000,married,tertiary,yes,no,1355,yes,no,0,,,,
30,3,technician,60000,married,secondary,yes,no,418,yes,no,0,,,,
30,3,admin.,50000,married,secondary,yes,no,457,yes,no,0,,,,
28,2,admin.,50000,single,secondary,yes,no,1323,yes,no,0,,,,
27,2,management,100000,single,tertiary,no,no,450,yes,no,0,,,,
26,2,admin.,50000,single,secondary,yes,no,317,yes,no,0,,,,
54,5,blue-collar,20000,divorced,unknown,no,no,1545,yes,no,0,,,,
25,2,blue-collar,20000,married,primary,yes,yes,-589,yes,no,0,,,,
26,2,technician,60000,single,secondary,yes,no,3070,yes,no,0,,,,
27,2,blue-collar,20000,single,secondary,yes,no,446,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,-475,yes,no,0,,,,
21,2,unemployed,8000,married,secondary,yes,no,2062,yes,no,0,,,,
25,2,admin.,50000,single,tertiary,no,no,407,yes,no,0,,,,
44,4,services,70000,married,secondary,yes,no,646,yes,no,0,,,,
35,3,admin.,50000,single,secondary,yes,no,182,yes,no,0,,,,
28,2,blue-collar,20000,married,secondary,yes,no,0,yes,yes,0,,,,
42,4,technician,60000,married,secondary,yes,no,-129,yes,no,0,,,,
29,2,technician,60000,married,primary,yes,no,1761,yes,no,0,,,,
30,3,services,70000,married,secondary,yes,no,227,no,yes,0,,,,
43,4,technician,60000,married,secondary,yes,no,463,no,no,0,,,,
54,5,management,100000,single,tertiary,no,no,0,yes,no,0,,,,
41,4,blue-collar,20000,single,secondary,yes,no,948,yes,no,0,,,,
36,3,housemaid,16000,married,primary,yes,no,191,yes,no,0,,,,
42,4,blue-collar,20000,married,primary,yes,no,187,yes,no,0,,,,
42,4,services,70000,married,secondary,yes,no,3689,yes,no,0,,,,
36,3,technician,60000,single,tertiary,no,no,743,yes,no,0,,,,
52,5,management,100000,married,tertiary,yes,no,575,no,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,-605,yes,yes,0,,,,
39,3,unemployed,8000,married,secondary,yes,no,0,yes,no,0,,,,
49,4,blue-collar,20000,married,primary,yes,no,2068,yes,no,0,,,,
41,4,self-employed,60000,married,secondary,yes,no,2812,yes,no,0,,,,
48,4,technician,60000,divorced,secondary,yes,no,-154,no,no,0,,,,
50,5,management,100000,married,tertiary,yes,no,1854,yes,yes,0,,,,
44,4,admin.,50000,divorced,secondary,yes,no,776,yes,no,0,,,,
45,4,technician,60000,married,secondary,yes,no,4466,yes,no,0,,,,
49,4,management,100000,divorced,tertiary,no,no,9326,yes,no,0,,,,
34,3,admin.,50000,married,secondary,yes,no,220,yes,no,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,596,yes,no,0,,,,
38,3,technician,60000,single,secondary,yes,no,12926,yes,no,0,,,,
48,4,services,70000,married,secondary,yes,no,2877,yes,no,0,,,,
47,4,blue-collar,20000,married,primary,yes,no,-127,yes,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,3909,yes,no,0,,,,
45,4,blue-collar,20000,married,secondary,yes,no,784,yes,yes,0,,,,
38,3,management,100000,married,tertiary,yes,no,1221,yes,no,0,,,,
37,3,management,100000,single,tertiary,no,no,1449,no,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,1534,yes,no,0,,,,
37,3,self-employed,60000,married,tertiary,yes,no,1510,yes,no,0,,,,
40,4,self-employed,60000,married,secondary,yes,yes,-754,yes,yes,1,,,,
23,2,services,70000,married,secondary,yes,no,1309,yes,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,205,yes,no,0,,,,
43,4,entrepreneur,120000,married,secondary,yes,no,3862,yes,no,0,,,,
55,5,admin.,50000,divorced,secondary,yes,no,873,yes,yes,0,,,,
53,5,blue-collar,20000,married,primary,yes,no,358,yes,no,0,,,,
42,4,entrepreneur,120000,married,secondary,yes,no,2869,yes,no,0,,,,
48,4,management,100000,divorced,tertiary,no,no,1669,yes,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,13,no,no,0,,,,
45,4,retired,55000,married,primary,yes,no,0,no,no,0,,,,
28,2,entrepreneur,120000,single,secondary,yes,no,1734,yes,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,0,yes,no,0,,,,
40,4,retired,55000,single,secondary,yes,no,1734,yes,no,0,,,,
44,4,blue-collar,20000,married,secondary,yes,no,3813,yes,no,0,,,,
44,4,technician,60000,married,secondary,yes,no,497,yes,no,0,,,,
38,3,services,70000,married,secondary,yes,no,823,yes,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,769,yes,no,0,,,,
43,4,entrepreneur,120000,married,secondary,yes,no,0,no,no,1,,,,
37,3,blue-collar,20000,married,secondary,yes,no,67,no,no,0,,,,
37,3,blue-collar,20000,married,secondary,yes,yes,-399,yes,yes,0,,,,
58,5,services,70000,married,primary,yes,no,943,yes,no,0,,,,
